"Job/task event table gồm tất cả những job  đang active (running) hoặc đang ở trạng
 thái chờ được schedule (PENDING) tại mọi chỗ trong trace.
 Với mọi job trong trace, đều có ít nhát 1 record cho tất cả các task của nó,
 Bao gồm scheduling constraints.",,,,,,,,,,,,
,,,,,,,,,,,,
"All jobs and tasks have a scheduling class that roughly represents how latency-sensitive it is. 
(nhạy cảm với độ trễ). Scheduling class không phải priorities, nó chỉ ảnh hưởng đến chính sách truy cập tài nguyên của machine-local.",,,,,,,,,,,,
,,,,,,,,,,,,
,,,,,,,,,,,,
,,,,,,,,,,,,
,,,,,,,,,,,,
file pattern,field number,content,format,mandatory,,,,,,,,
25656194150,515042969,9,1,GKAYWlOFlntxaxFt+CCHj/Og1BgToNx62SMW9WHlf8g=,TK171sA2zW5ItsAOnoh1Pfu5TV7d/VWo3u9xgwXh0b8=,,,,,,,
25656194150,515042969,9,1,GKAYWlOFlntxaxFt+CCHj/Og1BgToNx62SMW9WHlf8g=,Q/S0m7ZqhWVBs/oJrT6g9PDVl1LgFuvsp9FOsFOyvG8=,,,,,,,
25656194150,515042969,9,1,GKAYWlOFlntxaxFt+CCHj/Og1BgToNx62SMW9WHlf8g=,/ngZ1jcc1n8mDQ7YtceZhpGquo8UhjlarZFQrfMJXQ4=,,,,,,,
25656194159,515042969,15,1,GKAYWlOFlntxaxFt+CCHj/Og1BgToNx62SMW9WHlf8g=,TK171sA2zW5ItsAOnoh1Pfu5TV7d/VWo3u9xgwXh0b8=,,,,,,,
25656194159,515042969,15,1,GKAYWlOFlntxaxFt+CCHj/Og1BgToNx62SMW9WHlf8g=,Q/S0m7ZqhWVBs/oJrT6g9PDVl1LgFuvsp9FOsFOyvG8=,,,,,,,
25656194159,515042969,15,1,GKAYWlOFlntxaxFt+CCHj/Og1BgToNx62SMW9WHlf8g=,/ngZ1jcc1n8mDQ7YtceZhpGquo8UhjlarZFQrfMJXQ4=,,,,,,,
25656194162,515042969,15,1,GKAYWlOFlntxaxFt+CCHj/Og1BgToNx62SMW9WHlf8g=,TK171sA2zW5ItsAOnoh1Pfu5TV7d/VWo3u9xgwXh0b8=,,,,,,,
,,,,,,,,,,,,
,,,,,,,,,,,,
task_usage/part-?????-of-?????.csv.gz,1,start time,INTEGER,YES,,,,,,,,
task_usage/part-?????-of-?????.csv.gz,2,end time,INTEGER,YES,,,,,,,,
task_usage/part-?????-of-?????.csv.gz,3,job ID,INTEGER,YES,,,,,,,,
task_usage/part-?????-of-?????.csv.gz,4,task index,INTEGER,YES,,,,,,,,
task_usage/part-?????-of-?????.csv.gz,5,machine ID,INTEGER,YES,,,,,,,,
task_usage/part-?????-of-?????.csv.gz,6,CPU rate,FLOAT,NO,,,,,,,,
task_usage/part-?????-of-?????.csv.gz,7,canonical memory usage,FLOAT,NO,,,,,,,,
task_usage/part-?????-of-?????.csv.gz,8,assigned memory usage,FLOAT,NO,,,,,,,,
task_usage/part-?????-of-?????.csv.gz,9,unmapped page cache,FLOAT,NO,,,,,,,,
task_usage/part-?????-of-?????.csv.gz,10,total page cache,FLOAT,NO,,,,,,,,
task_usage/part-?????-of-?????.csv.gz,11,maximum memory usage,FLOAT,NO,,,,,,,,
task_usage/part-?????-of-?????.csv.gz,12,disk I/O time,FLOAT,NO,,,,,,,,
task_usage/part-?????-of-?????.csv.gz,13,local disk space usage,FLOAT,NO,,,,,,,,
task_usage/part-?????-of-?????.csv.gz,14,maximum CPU rate,FLOAT,NO,,,,,,,,
task_usage/part-?????-of-?????.csv.gz,15,maximum disk IO time,FLOAT,NO,,,,,,,,
task_usage/part-?????-of-?????.csv.gz,16,cycles per instruction,FLOAT,NO,,,,,,,,
task_usage/part-?????-of-?????.csv.gz,17,memory accesses per instruction,FLOAT,NO,,,,,,,,
task_usage/part-?????-of-?????.csv.gz,18,sample portion,FLOAT,NO,,,,,,,,
task_usage/part-?????-of-?????.csv.gz,19,aggregation type,BOOLEAN,NO,,,,,,,,
task_usage/part-?????-of-?????.csv.gz,20,sampled CPU usage,FLOAT,NO,,,,,,,,
